476701,1.16,-1.03,9.76,-1.61,-3.71,-3.35
476723,1.01,-1.13,9.78,-2.35,-4.82,-2.81
476745,1.03,-1.02,9.86,-3.37,-6.89,-6.36
476767,0.84,-1.28,9.36,-5.04,-11.35,-6.12
476789,1.52,-1.42,9.21,-0.24,-17.34,-7.02
476811,2.03,-1.14,9.56,4.61,0.80,3.85
476833,1.11,-0.90,9.91,1.21,-1.83,4.13
476855,1.42,-1.22,9.69,-0.29,-9.56,2.75
476877,1.88,-0.82,9.74,-0.10,-1.29,1.37
476899,1.27,-0.93,9.83,-1.97,4.11,5.65
476921,0.94,-0.80,9.90,-3.44,-2.54,-5.73
476943,1.06,-0.89,9.81,-5.77,-14.66,-6.90
476965,1.69,-0.79,9.65,-4.69,-15.82,-3.44
476987,1.36,-0.78,9.83,-5.24,-8.39,-1.12
477009,0.80,-1.16,9.88,-7.87,-13.87,-3.66
477031,1.07,-0.90,9.86,-7.36,-24.73,-17.31
477053,1.78,-0.76,9.88,-9.14,-29.17,-13.44
477075,2.09,-1.07,9.35,-5.51,-26.82,-9.05
477097,2.45,-0.84,9.09,-1.94,-19.78,-0.38
477119,2.57,-0.65,9.72,-4.53,-6.57,5.60
477141,1.79,-0.67,10.31,-8.85,-0.37,-1.51
477163,1.44,-0.91,9.93,-14.77,-14.88,-13.54
477185,2.00,-1.22,9.65,-12.01,-22.28,-13.79
477207,3.00,-0.43,9.62,-13.29,-20.21,-14.95
477229,4.05,-0.59,9.09,-12.98,-4.09,5.92
477251,1.36,-0.93,10.18,-18.41,13.60,-0.02
477273,0.65,-1.76,9.58,-23.18,-7.40,-8.20
477295,2.28,-1.95,8.57,-15.41,-8.87,-14.00
477317,1.53,-1.53,8.99,-2.30,17.03,9.24
477339,8.56,-0.00,7.29,51.67,146.73,16.18
477361,-0.88,0.39,10.37,26.41,100.34,31.98
477383,1.23,0.05,9.87,-7.92,91.56,62.20
477405,0.05,-0.69,9.58,-24.05,24.34,16.78
477427,0.62,-1.54,10.12,21.20,17.98,63.35
477449,0.75,0.15,10.85,-7.95,-4.95,27.51
477471,2.39,-0.91,9.79,12.88,33.63,-4.84
477493,2.10,-2.82,9.94,11.34,27.54,-11.79
477515,0.49,-0.45,10.47,15.63,40.85,-8.52
477537,0.97,-1.27,9.48,5.85,32.08,1.00
477559,0.28,-1.32,9.43,17.92,49.66,2.98
477581,0.68,-0.50,8.19,17.82,51.43,-12.69
477603,-0.97,0.11,9.89,6.08,70.82,-18.78
477625,-0.59,-0.97,9.66,-3.58,45.40,-7.36
477647,-1.76,-0.58,10.52,-0.50,38.02,-6.09
477669,-0.72,-0.71,9.27,4.36,35.12,-14.58
477691,-1.31,-0.87,9.22,4.69,47.07,-24.34
477713,-3.29,0.36,11.03,-13.21,21.74,-26.12
477735,-1.85,0.00,9.83,-21.13,-17.29,-5.24
477757,-1.60,-0.34,9.17,-8.25,-1.65,-16.97
477779,-1.23,-0.06,8.75,-10.20,-2.39,-16.70
477801,-1.65,0.74,9.27,-20.14,2.00,-14.33
477823,-2.00,0.31,9.71,-14.98,2.54,-4.24
477845,-1.48,-0.54,9.02,-15.00,-5.73,-3.99
477867,-1.77,0.54,9.08,-21.12,2.43,-13.76
477889,-2.15,0.81,9.34,-28.83,2.51,-1.88
477911,-2.35,-0.38,10.15,-24.56,1.60,1.81
477933,-1.66,-0.62,9.71,-25.61,-4.79,-7.18
477955,-1.92,0.07,9.32,-30.44,-8.02,-8.24
477977,-1.78,0.35,9.02,-37.68,2.33,-2.22
477999,-2.23,-0.73,9.77,-35.34,-3.40,4.55
478021,-1.65,-1.19,9.53,-40.44,-3.89,-4.46
478043,-2.08,-0.82,9.78,-48.88,-18.37,-5.18
478065,-1.84,-1.09,9.49,-44.02,-13.45,-1.56
478087,-1.91,-1.53,9.25,-41.49,-13.05,1.76
478109,-2.32,-1.33,9.35,-52.73,-24.27,-2.85
478131,-2.46,-1.62,9.29,-63.14,-27.78,-3.44
478153,-2.29,-2.24,9.36,-61.64,-40.36,5.40
478175,-1.73,-2.95,9.03,-61.60,-45.51,1.88
478197,-1.94,-2.28,8.78,-68.69,-48.07,-0.05
478219,-1.86,-2.80,8.49,-68.64,-55.32,10.52
478241,-0.65,-5.45,8.38,-53.28,-37.00,-0.24
478263,-0.92,-4.44,8.55,-50.68,-40.53,-6.51
478285,-1.21,-4.06,8.45,-52.95,-46.12,-0.92
478307,-1.42,-4.58,8.96,-41.48,-54.14,12.08
478329,-0.07,-5.38,8.22,-42.44,-56.56,0.54
478351,-0.60,-4.64,9.10,-44.46,-52.98,-5.57
478373,-0.04,-4.38,8.18,-44.80,-58.62,3.02
478395,0.61,-5.52,8.22,-34.01,-48.35,10.90
478417,0.20,-5.72,9.15,-24.95,-44.91,4.72
478439,0.57,-4.80,8.17,-31.30,-53.57,0.06
478461,0.00,-4.58,8.98,-32.65,-52.72,6.04
478483,-1.11,-5.32,9.63,-15.40,-79.76,35.08
478505,2.20,-6.40,8.15,-10.02,-38.62,-3.25
478527,1.26,-5.39,8.88,-15.16,-50.30,-3.09
478549,1.10,-4.52,8.33,-18.09,-55.04,4.64
478571,1.41,-5.36,8.77,-5.05,-49.93,12.38
478593,2.38,-5.95,7.56,0.95,-38.75,-1.21
478615,2.35,-5.08,7.52,-3.53,-33.16,-2.87
478637,2.14,-5.43,8.29,-3.82,-28.95,4.24
478659,2.36,-5.65,8.14,9.71,-21.95,1.31
478681,2.55,-5.74,7.97,20.85,-12.35,-3.85
478703,1.78,-3.85,8.18,17.09,-17.68,-9.26
478725,1.91,-4.27,8.26,8.02,-24.41,-0.27
478747,3.00,-5.22,8.15,16.60,-23.15,0.18
478769,2.52,-5.08,8.26,24.69,-18.23,7.19
478791,2.26,-4.66,8.98,21.19,-20.62,-0.79
478813,2.81,-4.20,8.28,17.02,-18.28,-2.12
478835,3.41,-5.11,8.33,20.89,-9.15,-0.07
478857,3.44,-4.59,8.59,36.45,0.93,-1.63
478879,3.11,-4.20,8.14,39.13,15.21,0.21
478901,2.75,-3.83,8.81,31.89,11.60,-4.55
478923,3.10,-3.97,8.94,30.79,9.77,-7.59
478945,3.30,-3.82,8.55,38.74,16.68,-9.88
478967,3.11,-3.29,8.54,31.29,20.05,-18.83
478989,2.77,-2.79,9.50,28.90,16.56,-7.68
479011,2.99,-3.08,8.92,32.85,13.21,-7.53
479033,2.81,-3.37,9.03,33.11,9.17,-16.18
479055,3.11,-2.59,9.19,23.71,14.37,-27.89
479077,2.92,-2.00,8.73,20.06,18.41,-20.47
479099,2.83,-2.51,8.93,31.24,21.16,-19.37
479121,3.02,-2.85,8.79,34.08,23.03,-23.73
479143,2.44,-1.42,8.81,21.81,25.44,-27.34
479165,2.29,-2.03,9.67,24.08,22.70,-22.22
479187,2.23,-2.23,9.24,38.52,21.67,-24.83
479209,1.96,-1.60,9.70,33.78,21.73,-28.92
479231,2.04,-0.96,9.44,24.18,15.65,-25.21
479253,2.01,-1.60,9.58,24.08,24.27,-25.59
479275,2.01,-1.60,9.90,34.28,15.40,-24.47
479297,2.50,-1.32,8.90,23.90,16.56,-33.61
479319,2.11,-0.76,9.77,23.44,19.09,-28.61
479341,2.15,-0.15,9.32,26.53,21.27,-22.40
479363,2.21,-0.58,9.41,19.34,15.89,-18.02
479385,2.45,-1.21,8.67,21.01,25.57,-19.93
479407,1.96,-0.43,8.96,22.85,34.65,-20.98
479429,1.52,0.11,9.46,18.79,32.75,-17.85
479451,1.32,-0.06,9.74,15.65,25.73,-15.49
479473,1.65,-0.46,9.08,13.11,29.02,-16.57
479495,0.67,0.19,9.94,10.79,29.10,-16.75
479517,0.72,0.71,9.84,15.10,31.60,-11.70
479539,0.73,0.37,9.74,17.06,32.07,-12.69
479561,0.51,0.30,9.76,7.20,27.91,-18.55
479583,0.24,1.08,9.69,-2.54,24.69,-17.17
479605,-0.12,0.65,10.61,0.00,20.32,-8.25
479627,-0.15,0.68,10.38,7.63,18.97,-8.56
479649,-0.19,0.75,10.63,1.61,19.60,-15.86
479671,-0.02,1.28,9.92,-13.02,15.76,-19.16
479693,-0.62,1.29,10.73,-13.35,12.36,-10.76
479715,-0.42,0.65,10.24,-4.38,12.76,-7.67
479737,-0.62,1.07,10.22,-12.37,8.92,-14.63
479759,-0.61,1.41,10.06,-24.30,5.63,-14.47
479781,-0.94,1.11,10.48,-20.44,5.58,-0.83
479803,-0.90,0.28,10.41,-13.52,1.74,1.25
479825,-0.79,0.29,10.04,-15.04,0.08,-2.18
479847,-0.48,1.36,9.32,-19.90,2.03,-2.13
479869,-0.84,0.63,9.70,-24.94,4.20,4.47
479891,-0.65,0.11,9.81,-18.26,-0.63,4.45
479913,-0.54,-0.29,9.64,-12.59,-1.66,3.83
479935,-0.80,0.10,9.59,-19.51,-0.40,-1.56
479957,-0.63,0.72,9.33,-22.81,1.79,3.86
479979,-0.99,0.20,10.04,-16.40,3.89,10.37
480001,-1.14,-0.14,10.06,-18.27,0.11,6.97
480023,-0.68,0.15,9.45,-22.08,-3.05,4.50
480045,-0.94,0.02,9.63,-19.59,2.13,10.68
480067,-1.02,-0.39,10.09,-15.24,5.62,11.95
480089,-0.69,-0.66,9.61,-17.79,-3.28,18.66
480111,-0.88,-0.26,9.38,-16.48,-3.45,15.37
480133,-0.85,-0.29,9.45,-18.28,1.07,16.97
480155,-1.21,-0.44,10.02,-20.66,4.09,16.56
480177,-1.24,-0.58,9.59,-27.15,-5.02,14.07
480199,-1.32,-0.54,9.32,-28.08,-6.47,17.50
480221,-1.13,-0.51,9.07,-26.61,-2.19,23.66
480243,-1.63,-1.30,9.96,-25.05,4.34,21.95
480265,-1.68,-1.55,9.63,-25.44,-9.16,19.03
480287,-1.36,-0.99,9.18,-26.04,-9.70,19.91
480309,-1.28,-1.08,9.25,-27.24,-3.43,24.49
